,OBJECTID,NOMBRE,PROPIEDAD,TIPO,MEDIO_GENE,COMBUSTIBL,POTENCIAMW,UNIDADES,RCA,SIST_ELECT,ESTADO,F_OPERACIO,COORD_ESTE,COORD_NORT,HUSO,DATUM,REGION,PROVINCIA,COMUNA,FUENTE_BAS,FECH_CREA,FECH_ACT,ID_GE_SOLAR,geometry
0,1533,ALICAHUE,PARQUE FOTOVOLTAICO ALICAHUE SOLAR SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.998,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,1/18/2019 9:00 p. m.,321436,6411744,19 SUR,WGS 1984,VALPARAISO,PETORCA,CABILDO,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,7,POINT (-70.89895788199993 -32.41709764014565)
1,1534,ALMEYDA,ALMEYDA SPA,FOTOVOLTAICO, ,NO APLICA,56.0,0,219/2016,SISTEMA ELECTRICO NACIONAL,OPERATIVA,5/4/2020 8:00 p. m.,390364,7102833,19 SUR,WGS 1984,ATACAMA,CHANARAL,CHANARAL,COMISION NACIONAL DE ENERGIA,7/26/2016 8:00 p. m.,6/29/2023 8:00 p. m.,8,POINT (-70.09723720199997 -26.189803415252083)
2,1535,ALTO SOLAR,ALTOS DE LA MANGA ENERGY SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.956,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/13/2018 9:00 p. m.,259382,6245890,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,MELIPILLA,SAN PEDRO,COMISION NACIONAL DE ENERGIA,9/29/2018 9:00 p. m.,6/29/2023 8:00 p. m.,10,POINT (-71.60217362099996 -33.899936453126074)
3,1536,ALTOS DE TIL TIL,ELECTRICA ALTOS DE TIL TIL SPA,FOTOVOLTAICO,PMGD,NO APLICA,1.7,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,6/13/2019 8:00 p. m.,323741,6336378,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,CHACABUCO,TILTIL,COMISION NACIONAL DE ENERGIA,12/30/2018 9:00 p. m.,6/29/2023 8:00 p. m.,11,POINT (-70.88875088299994 -33.096953078136394)
4,1537,ALTURAS DE OVALLE,GR HUINGAN SPA,FOTOVOLTAICO,PMGD,NO APLICA,6.0,0,048/2017,SISTEMA ELECTRICO NACIONAL,OPERATIVA,10/3/2016 9:00 p. m.,285166,6617842,19 SUR,WGS 1984,COQUIMBO,LIMARI,OVALLE,COMISION NACIONAL DE ENERGIA,9/29/2017 9:00 p. m.,6/29/2023 8:00 p. m.,12,POINT (-71.23970369799997 -30.55262143317347)
5,1538,AMPARO DEL SOL,PARQUE SOLAR AMPARO DEL SOL SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.955,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,5/31/2018 8:00 p. m.,276781,6611064,19 SUR,WGS 1984,COQUIMBO,LIMARI,OVALLE,COMISION NACIONAL DE ENERGIA,12/30/2017 9:00 p. m.,6/29/2023 8:00 p. m.,14,POINT (-71.32852091699993 -30.61220174517257)
6,1539,ANAKENA,ANAKENA SPA,FOTOVOLTAICO,PMGD,NO APLICA,9.0,0,069/2018,SISTEMA ELECTRICO NACIONAL,OPERATIVA,5/9/2022 8:00 p. m.,294172,6610211,19 SUR,WGS 1984,COQUIMBO,LIMARI,OVALLE,COMISION NACIONAL DE ENERGIA,12/30/2017 9:00 p. m.,6/29/2023 8:00 p. m.,16,POINT (-71.14738741799994 -30.623014233172405)
7,1540,ANDES SOLAR,AES ANDES,FOTOVOLTAICO, ,NO APLICA,21.425,0,151/2012,SISTEMA ELECTRICO NACIONAL,OPERATIVA,5/27/2016 8:00 p. m.,542217,7344765,19 SUR,WGS 1984,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,COMISION NACIONAL DE ENERGIA,12/30/2016 9:00 p. m.,6/29/2023 8:00 p. m.,17,POINT (-68.58490714699997 -24.00854670329805)
8,1541,ARIZTIA,FOTOVOLTAICA ARIZTIA SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.7,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,8/19/2019 8:00 p. m.,286045,6421999,19 SUR,WGS 1984,VALPARAISO,PETORCA,LA LIGUA,COMISION NACIONAL DE ENERGIA,9/29/2018 9:00 p. m.,6/29/2023 8:00 p. m.,24,POINT (-71.27277784099994 -32.31842489814704)
9,1542,ASTILLAS,GR CARZA SPA,FOTOVOLTAICO,PMGD,NO APLICA,9.0,0,069/2019,SISTEMA ELECTRICO NACIONAL,OPERATIVA,11/9/2022 9:00 p. m.,315248,6839406,19 SUR,WGS 1984,ATACAMA,HUASCO,VALLENAR,COMISION NACIONAL DE ENERGIA,9/29/2018 9:00 p. m.,6/29/2023 8:00 p. m.,25,POINT (-70.88869210199994 -28.559087782207076)
10,1543,ATACAMA SOLAR II,ATACAMA SOLAR S.A.,FOTOVOLTAICO, ,NO APLICA,150.0,0,060/2011,SISTEMA ELECTRICO NACIONAL,OPERATIVA,4/28/2021 8:00 p. m.,451341,7731834,19 SUR,WGS 1984,TARAPACA,TAMARUGAL,PICA,COMISION NACIONAL DE ENERGIA,8/2/2015 9:00 p. m.,6/29/2023 8:00 p. m.,26,POINT (-69.46669030499999 -20.511599541380058)
11,1544,AZABACHE,ENEL GENERACION,FOTOVOLTAICO, ,NO APLICA,58.07,0,432/2014,SISTEMA ELECTRICO NACIONAL,OPERATIVA,8/8/2022 8:00 p. m.,518386,7513412,19 SUR,WGS 1984,ANTOFAGASTA,EL LOA,CALAMA,COMISION NACIONAL DE ENERGIA,8/2/2015 9:00 p. m.,6/29/2023 8:00 p. m.,29,POINT (-68.82126236599998 -22.485594240332528)
12,1545,BELLAVISTA,PARQUE SOLAR BELLAVISTA SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.97,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,3/22/2016 9:00 p. m.,289440,6494412,19 SUR,WGS 1984,COQUIMBO,CHOAPA,ILLAPEL,COMISION NACIONAL DE ENERGIA,12/30/2016 9:00 p. m.,6/29/2023 8:00 p. m.,33,POINT (-71.22094228099996 -31.666267725156402)
13,1546,FINIS TERRAE ETAPA I (AMPLIACION),ENEL GREEN POWER DEL SUR SPA,FOTOVOLTAICO, ,NO APLICA,126.2,0,234/2012,SISTEMA ELECTRICO NACIONAL,OPERATIVA,4/17/2017 9:00 p. m.,447947,7529697,19 SUR,WGS 1984,ANTOFAGASTA,TOCOPILLA,MARIA ELENA,COMISION NACIONAL DE ENERGIA,6/29/2012 8:00 p. m.,6/29/2023 8:00 p. m.,37,POINT (-69.50548884199998 -22.33778440733598)
14,1547,CABILSOL,GR GUAYACAN SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,342/2016,SISTEMA ELECTRICO NACIONAL,OPERATIVA,7/27/2017 8:00 p. m.,302337,6405912,19 SUR,WGS 1984,VALPARAISO,PETORCA,CABILDO,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,44,POINT (-71.10317730099996 -32.46644957514496)
15,1548,CACHIYUYO SOLAR II,NUOVOSOL SPA,FOTOVOLTAICO,PMGD,NO APLICA,8.992,0,191/2015,SISTEMA ELECTRICO NACIONAL,OPERATIVA,2/14/2019 9:00 p. m.,380117,6919840,19 SUR,WGS 1984,ATACAMA,COPIAPO,TIERRA AMARILLA,COMISION NACIONAL DE ENERGIA,3/30/2015 9:00 p. m.,6/29/2023 8:00 p. m.,46,POINT (-70.21744633799995 -27.84078145122016)
16,1549,CALAMA SOLAR,CALAMA SOLAR I,FOTOVOLTAICO,PMGD,NO APLICA,9.0,0,004/2010,SISTEMA ELECTRICO NACIONAL,OPERATIVA,5/11/2017 9:00 p. m.,513362,7517997,19 SUR,WGS 1984,ANTOFAGASTA,EL LOA,CALAMA,COMISION NACIONAL DE ENERGIA,12/30/2017 9:00 p. m.,6/29/2023 8:00 p. m.,47,POINT (-68.87014115999995 -22.444219972333524)
17,1550,CALLE LARGA,PMGD CALLE LARGA SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.97,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,2/18/2019 9:00 p. m.,349250,6360516,19 SUR,WGS 1984,VALPARAISO,LOS ANDES,CALLE LARGA,COMISION NACIONAL DE ENERGIA,9/29/2018 9:00 p. m.,6/29/2023 8:00 p. m.,48,POINT (-70.61154312499998 -32.88314745013926)
18,1551,GUANCHOI,ENEL GREEN POWER SPA,FOTOVOLTAICO, ,NO APLICA,369.6,0,052/2016,SISTEMA ELECTRICO NACIONAL,OPERATIVA,6/26/2023 8:00 p. m.,405627,7050627,19 SUR,WGS 1984,ATACAMA,CHANARAL,DIEGO DE ALMAGRO,COMISION NACIONAL DE ENERGIA,8/2/2015 9:00 p. m.,6/29/2023 8:00 p. m.,50,POINT (-69.94835179699999 -26.662207497242697)
19,1552,CAMPOS DEL SOL,ENEL GREEN POWER DEL SUR SPA,FOTOVOLTAICO, ,NO APLICA,380.87,0,214/2014,SISTEMA ELECTRICO NACIONAL,OPERATIVA,1/17/2023 9:00 p. m.,409977,7006086,19 SUR,WGS 1984,ATACAMA,COPIAPO,COPIAPO,COMISION NACIONAL DE ENERGIA,8/2/2015 9:00 p. m.,6/29/2023 8:00 p. m.,51,POINT (-69.90784787099994 -27.064592402234865)
20,1553,CANESA SOLAR,ANGELA SOLAR SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.966,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,8/12/2019 8:00 p. m.,298254,6488579,19 SUR,WGS 1984,COQUIMBO,CHOAPA,ILLAPEL,COMISION NACIONAL DE ENERGIA,12/30/2018 9:00 p. m.,6/29/2023 8:00 p. m.,52,POINT (-71.12923107799998 -31.720442093155626)
21,1554,CAPRICORNIO,ENGIE ENERGIA CHILE S.A.,FOTOVOLTAICO, ,NO APLICA,88.6173,0,367/2014,SISTEMA ELECTRICO NACIONAL,OPERATIVA,11/20/2022 9:00 p. m.,379605,7409867,19 SUR,WGS 1984,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,COMISION NACIONAL DE ENERGIA,8/2/2015 9:00 p. m.,6/29/2023 8:00 p. m.,54,POINT (-70.17838756599997 -23.416622098311194)
22,1555,FLORENCIA SOLAR,GENERADORA SOL SOLIV SPA,FOTOVOLTAICO,PMGD,NO APLICA,9.0,0,084/2014,SISTEMA ELECTRICO NACIONAL,OPERATIVA,6/8/2022 8:00 p. m.,269728,6470447,19 SUR,WGS 1984,COQUIMBO,CHOAPA,LOS VILOS,COMISION NACIONAL DE ENERGIA,6/29/2020 8:00 p. m.,6/29/2023 8:00 p. m.,55,POINT (-71.43436129299994 -31.878500829153328)
23,1556,CASABERMEJA,CASA BERMEJA SPA,FOTOVOLTAICO,PMGD,NO APLICA,6.87,0,089/2019,SISTEMA ELECTRICO NACIONAL,OPERATIVA,1/27/2021 9:00 p. m.,317220,6289804,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,MELIPILLA,CURACAVI,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,61,POINT (-70.96800534699997 -33.5157219181309)
24,1557,CASUTO,SOLAR TI DIEZ SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.74,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,6/28/2019 8:00 p. m.,339757,6363911,19 SUR,WGS 1984,VALPARAISO,LOS ANDES,RINCONADA,COMISION NACIONAL DE ENERGIA,12/30/2018 9:00 p. m.,6/29/2023 8:00 p. m.,62,POINT (-70.71239823899998 -32.85118772313967)
25,1558,CATAN SOLAR,PLANETA INVESTMENTS SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.995,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,10/22/2018 9:00 p. m.,349749,6377650,19 SUR,WGS 1984,VALPARAISO,LOS ANDES,SAN ESTEBAN,COMISION NACIONAL DE ENERGIA,12/30/2017 9:00 p. m.,6/29/2023 8:00 p. m.,63,POINT (-70.60343355199996 -32.72871692814136)
26,1559,CSP CERRO DOMINADOR,CERRO DOMINADOR CSP,CSP, ,NO APLICA,108.27,0,231/2014,SISTEMA ELECTRICO NACIONAL,OPERATIVA,9/29/2021 9:00 p. m.,450672,7481162,19 SUR,WGS 1984,ANTOFAGASTA,TOCOPILLA,MARIA ELENA,COMISION NACIONAL DE ENERGIA,8/2/2015 9:00 p. m.,6/29/2023 8:00 p. m.,69,POINT (-69.48054337599996 -22.77631201332578)
27,1560,CHACABUCO (RM),CHACABUCO SOLAR SPA,FOTOVOLTAICO,PMGD,NO APLICA,9.0,0,544/2020,SISTEMA ELECTRICO NACIONAL,OPERATIVA,2/3/2023 9:00 p. m.,339971,6343850,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,CHACABUCO,COLINA,COMISION NACIONAL DE ENERGIA,12/30/2018 9:00 p. m.,6/29/2023 8:00 p. m.,70,POINT (-70.71359847899998 -33.03209746413725)
28,1561,CHANCON,GR AVELLANO SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,3/20/2018 9:00 p. m.,331892,6226225,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,RANCAGUA,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,74,POINT (-70.82221469599995 -34.09127389512372)
29,1562,CHANARES,ENEL GREEN POWER CHILE,FOTOVOLTAICO, ,NO APLICA,35.892,0,223/2013,SISTEMA ELECTRICO NACIONAL,OPERATIVA,5/27/2015 9:00 p. m.,392243,7082550,19 SUR,WGS 1984,ATACAMA,CHANARAL,DIEGO DE ALMAGRO,COMISION NACIONAL DE ENERGIA,9/29/2015 9:00 p. m.,6/29/2023 8:00 p. m.,75,POINT (-70.08012924499997 -26.37305845624845)
30,1563,CHIMBARONGO,GR TINEO SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,11/20/2017 9:00 p. m.,320001,6144787,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,COLCHAGUA,CHIMBARONGO,COMISION NACIONAL DE ENERGIA,12/30/2017 9:00 p. m.,6/29/2023 8:00 p. m.,77,POINT (-70.96819807799994 -34.823292197115066)
31,1564,CINTAC,IMELSA ENERGIA SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.77,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/31/2016 9:00 p. m.,339830,6290423,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,SANTIAGO,MAIPU,COMISION NACIONAL DE ENERGIA,12/30/2016 9:00 p. m.,6/29/2023 8:00 p. m.,79,POINT (-70.72455406299997 -33.51376952313096)
32,1565,CIPRES,CIPRES SPA,FOTOVOLTAICO,PMGD,NO APLICA,9.0,0,169/2018,SISTEMA ELECTRICO NACIONAL,OPERATIVA,1/18/2021 9:00 p. m.,262325,6033575,19 SUR,WGS 1984,MAULE,LINARES,LINARES,COMISION NACIONAL DE ENERGIA,9/29/2017 9:00 p. m.,6/29/2023 8:00 p. m.,80,POINT (-71.63060985899995 -35.813210089104366)
33,1566,CONEJO SOLAR,CONEJO SOLAR SPA,FOTOVOLTAICO, ,NO APLICA,104.0,0,005/2014,SISTEMA ELECTRICO NACIONAL,OPERATIVA,9/7/2016 9:00 p. m.,383130,7178721,19 SUR,WGS 1984,ANTOFAGASTA,ANTOFAGASTA,TALTAL,COMISION NACIONAL DE ENERGIA,12/30/2016 9:00 p. m.,6/29/2023 8:00 p. m.,82,POINT (-70.16290331299996 -25.50410321526608)
34,1567,CORDILLERILLA SOLAR,TEATINOS ENERGIA S.A.,FOTOVOLTAICO,PMGD,NO APLICA,1.3196,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,3/26/2017 9:00 p. m.,305793,6106832,19 SUR,WGS 1984,MAULE,CURICO,CURICO,COMISION NACIONAL DE ENERGIA,6/29/2017 8:00 p. m.,6/29/2023 8:00 p. m.,87,POINT (-71.13231982999999 -35.16270112211131)
35,1568,COVADONGA,CHUNGUNGO SOLAR SPA,FOTOVOLTAICO,PMGD,NO APLICA,8.999,0,128/2018,SISTEMA ELECTRICO NACIONAL,OPERATIVA,6/9/2020 8:00 p. m.,369631,7075755,19 SUR,WGS 1984,ATACAMA,CHANARAL,CHANARAL,COMISION NACIONAL DE ENERGIA,9/29/2018 9:00 p. m.,6/29/2023 8:00 p. m.,88,POINT (-70.30743422099994 -26.432507945247213)
36,1569,CRUCERO,CRUCERO SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.95,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,7/31/2019 8:00 p. m.,270266,6182383,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,COLCHAGUA,PERALILLO,COMISION NACIONAL DE ENERGIA,9/29/2018 9:00 p. m.,6/29/2023 8:00 p. m.,90,POINT (-71.50141334999995 -34.47456929111917)
37,1570,CRUZ SOLAR,PMGD CRUZ SPA,FOTOVOLTAICO,PMGD,NO APLICA,3.0,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,7/18/2019 8:00 p. m.,325270,6370010,19 SUR,WGS 1984,VALPARAISO,SAN FELIPE,PANQUEHUE,COMISION NACIONAL DE ENERGIA,12/30/2018 9:00 p. m.,6/29/2023 8:00 p. m.,91,POINT (-70.86599156499994 -32.793986180140465)
38,1571,DIEGO DE ALMAGRO SOLAR (EX DAS),DIEGO DE ALMAGRO SOLAR S.A.,FOTOVOLTAICO,PMGD,NO APLICA,7.91,0,153/2013,SISTEMA ELECTRICO NACIONAL,OPERATIVA,11/27/2018 9:00 p. m.,393607,7082750,19 SUR,WGS 1984,ATACAMA,CHANARAL,DIEGO DE ALMAGRO,COMISION NACIONAL DE ENERGIA,8/2/2015 9:00 p. m.,6/29/2023 8:00 p. m.,93,POINT (-70.06644218499997 -26.37135537124849)
39,1572,DIEGO DE ALMAGRO SUR,COLBUN S.A.,FOTOVOLTAICO, ,NO APLICA,208.945,0,132/2019,SISTEMA ELECTRICO NACIONAL,OPERATIVA,8/8/2022 8:00 p. m.,403303,7058718,19 SUR,WGS 1984,ATACAMA,CHANARAL,DIEGO DE ALMAGRO,COMISION NACIONAL DE ENERGIA,7/26/2016 8:00 p. m.,6/29/2023 8:00 p. m.,100,POINT (-69.97108538299995 -26.58900604824417)
40,1573,DOMEYKO,ENEL GREEN POWER DEL SUR SPA,FOTOVOLTAICO, ,NO APLICA,201.61,0,200/2012,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/28/2022 9:00 p. m.,441295,7338784,19 SUR,WGS 1984,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,COMISION NACIONAL DE ENERGIA,8/2/2015 9:00 p. m.,6/29/2023 8:00 p. m.,105,POINT (-69.57744472299999 -24.06204112729686)
41,1574,DON ENRIQUE,DON ENRIQUE SPA,FOTOVOLTAICO,PMGD,NO APLICA,9.0,0,057/2018,SISTEMA ELECTRICO NACIONAL,OPERATIVA,8/23/2022 8:00 p. m.,281042,6589323,19 SUR,WGS 1984,COQUIMBO,LIMARI,PUNITAQUI,COMISION NACIONAL DE ENERGIA,12/30/2017 9:00 p. m.,6/29/2023 8:00 p. m.,108,POINT (-71.28872824899997 -30.809015633169423)
42,1575,DON EUGENIO,GR TIACA SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.9499,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,9/25/2017 9:00 p. m.,280308,6205882,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,LAS CABRAS,COMISION NACIONAL DE ENERGIA,12/30/2017 9:00 p. m.,6/29/2023 8:00 p. m.,109,POINT (-71.38614422399996 -34.26501979112166)
43,1576,LAS MAJADAS,DON PEDRO SPA,FOTOVOLTAICO,PMGD,NO APLICA,9.0,0,055/2019,SISTEMA ELECTRICO NACIONAL,OPERATIVA,5/27/2021 8:00 p. m.,314413,6605395,19 SUR,WGS 1984,COQUIMBO,LIMARI,MONTE PATRIA,COMISION NACIONAL DE ENERGIA,12/30/2018 9:00 p. m.,6/29/2023 8:00 p. m.,110,POINT (-70.93718768799994 -30.669762656171663)
44,1577,DONA CARMEN SOLAR,ENERGIA CERRO EL MORADO,FOTOVOLTAICO, ,NO APLICA,34.542,0,171/2015,SISTEMA ELECTRICO NACIONAL,OPERATIVA,11/28/2017 9:00 p. m.,288184,6404244,19 SUR,WGS 1984,VALPARAISO,PETORCA,LA LIGUA,COMISION NACIONAL DE ENERGIA,8/2/2015 9:00 p. m.,6/29/2023 8:00 p. m.,113,POINT (-71.25404612499995 -32.47888003214479)
45,1578,DONIHUE,GR BELLOTO SPA,FOTOVOLTAICO,PMGD,NO APLICA,7.5,0,013/2018,SISTEMA ELECTRICO NACIONAL,OPERATIVA,8/26/2019 8:00 p. m.,320054,6204738,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,COINCO,COMISION NACIONAL DE ENERGIA,9/29/2017 9:00 p. m.,6/29/2023 8:00 p. m.,114,POINT (-70.95493464799995 -34.28297487112142)
46,1579,ECLIPSE SOLAR,ECLIPSE SOLAR SPA,FOTOVOLTAICO,PMGD,NO APLICA,8.99,0,092/2017,SISTEMA ELECTRICO NACIONAL,OPERATIVA,1/9/2020 9:00 p. m.,275656,6245575,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,MELIPILLA,SAN PEDRO,COMISION NACIONAL DE ENERGIA,7/26/2016 8:00 p. m.,6/29/2023 8:00 p. m.,116,POINT (-71.42640149999994 -33.90636626012603)
47,1580,EL BOCO,BOCO SOLAR SPA,FOTOVOLTAICO,PMGD,NO APLICA,7.67,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,1/29/2017 9:00 p. m.,289927,6362543,19 SUR,WGS 1984,VALPARAISO,QUILLOTA,QUILLOTA,COMISION NACIONAL DE ENERGIA,6/29/2017 8:00 p. m.,6/29/2023 8:00 p. m.,121,POINT (-71.24489356999999 -32.85510111113961)
48,1581,EL CASTANO,EL CASTANO SPA,FOTOVOLTAICO,PMGD,NO APLICA,8.6,0,281/2016,SISTEMA ELECTRICO NACIONAL,OPERATIVA,9/2/2021 8:00 p. m.,288985,6202627,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,PEUMO,COMISION NACIONAL DE ENERGIA,3/30/2016 9:00 p. m.,6/29/2023 8:00 p. m.,122,POINT (-71.29276505699994 -34.29614966712126)
49,1582,EL CERNICALO,PV EL CERNICALO SPA,FOTOVOLTAICO,PMGD,NO APLICA,1.5,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/20/2017 9:00 p. m.,197608,5963243,19 SUR,WGS 1984,NUBLE,ITATA,NINHUE,COMISION NACIONAL DE ENERGIA,3/30/2018 9:00 p. m.,6/29/2023 8:00 p. m.,124,POINT (-72.37291504199999 -36.428418959098174)
50,1583,EL CERNICALO II,PV EL CERNICALO SPA,FOTOVOLTAICO,PMGD,NO APLICA,1.5,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/20/2017 9:00 p. m.,197608,5963243,19 SUR,WGS 1984,NUBLE,ITATA,NINHUE,COMISION NACIONAL DE ENERGIA,3/30/2018 9:00 p. m.,6/29/2023 8:00 p. m.,125,POINT (-72.37291504199999 -36.428418959098174)
51,1584,EL CHINCOL,PV EL CHINCOL SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.99,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,9/6/2018 9:00 p. m.,243081,5980709,19 SUR,WGS 1984,NUBLE,PUNILLA,NIQUEN,COMISION NACIONAL DE ENERGIA,6/29/2018 8:00 p. m.,6/29/2023 8:00 p. m.,127,POINT (-71.86056180999998 -36.28440344209958)
52,1585,CORTIJO,APOLO SOLAR SPA,FOTOVOLTAICO,PMGD,NO APLICA,9.0,0,094/2019,SISTEMA ELECTRICO NACIONAL,OPERATIVA,9/8/2021 9:00 p. m.,198450,5888736,19 SUR,WGS 1984,BIOBIO,BIO-BIO,CABRERO,COMISION NACIONAL DE ENERGIA,9/29/2018 9:00 p. m.,6/29/2023 8:00 p. m.,128,POINT (-72.39298153799996 -37.09917826609196)
53,1586,EL DIVISADERO,DIVISADERO S.A.,FOTOVOLTAICO,PMGD,NO APLICA,2.995,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,8/9/2016 8:00 p. m.,296550,6585556,19 SUR,WGS 1984,COQUIMBO,LIMARI,PUNITAQUI,COMISION NACIONAL DE ENERGIA,12/30/2016 9:00 p. m.,6/29/2023 8:00 p. m.,129,POINT (-71.12747300399997 -30.845744636168853)
54,1587,EL LAUREL,LAUREL SPA,FOTOVOLTAICO,PMGD,NO APLICA,7.31,0,435/2017,SISTEMA ELECTRICO NACIONAL,OPERATIVA,5/28/2019 8:00 p. m.,312613,6271732,19 SUR,WGS 1984,METROPOLITANA DE SANTIAGO,TALAGANTE,EL MONTE,COMISION NACIONAL DE ENERGIA,7/26/2016 8:00 p. m.,6/29/2023 8:00 p. m.,130,POINT (-71.02138080499998 -33.67782310312889)
55,1588,EL ESTERO,FOTOVOLTAICA MANZANO SPA,FOTOVOLTAICO,PMGD,NO APLICA,2.68,0,NO APLICA,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/19/2019 9:00 p. m.,278782,6210778,19 SUR,WGS 1984,LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,LAS CABRAS,COMISION NACIONAL DE ENERGIA,12/30/2017 9:00 p. m.,6/29/2023 8:00 p. m.,135,POINT (-71.40145188999998 -34.22058010712219)
56,1589,OLIVILLO,SOLAR E SPA,FOTOVOLTAICO,PMGD,NO APLICA,8.85,0,110/2017,SISTEMA ELECTRICO NACIONAL,OPERATIVA,12/26/2018 9:00 p. m.,277269,6314048,19 SUR,WGS 1984,VALPARAISO,VALPARAISO,CASABLANCA,COMISION NACIONAL DE ENERGIA,7/26/2016 8:00 p. m.,6/29/2023 8:00 p. m.,138,POINT (-71.39186480999996 -33.289659462133876)
57,1590,SAN JAVIER,PARQUE SOLAR EL PASO,FOTOVOLTAICO,PMGD,NO APLICA,6.0,0,121/2019,SISTEMA ELECTRICO NACIONAL,OPERATIVA,2/10/2021 9:00 p. m.,256670,6057927,19 SUR,WGS 1984,MAULE,LINARES,SAN JAVIER,COMISION NACIONAL DE ENERGIA,9/29/2018 9:00 p. m.,6/29/2023 8:00 p. m.,139,POINT (-71.68576757899996 -35.592499911106614)
58,1591,TALCA,SANTA CATALINA SOLAR SPA,FOTOVOLTAICO,PMGD,NO APLICA,9.0,0,123/2016,SISTEMA ELECTRICO NACIONAL,OPERATIVA,9/29/2019 9:00 p. m.,268078,6072834,19 SUR,WGS 1984,MAULE,TALCA,TALCA,COMISION NACIONAL DE ENERGIA,7/26/2016 8:00 p. m.,6/29/2023 8:00 p. m.,140,POINT (-71.55570227099999 -35.46096267810807)
